date,high,low,open,close
1524496500,122.35,122.05,122.13,122.09
1524495600,122.45,121.93,122.42,122.14
1524494700,122.45,121.8,122.43,122.21
1524493800,122.75,122.09,122.1,122.53
1524257100,122.32,121.88,121.99,122.31
1524256200,122.24,121.7,121.82,122
1524255300,121.84,121.59,121.83,121.82
1524254400,122.29,121.81,122.29,121.84
1524253500,122.33,122.15,122.32,122.28
1524252600,122.52,122.14,122.5,122.33
1524251700,122.52,122.36,122.44,122.5
1524250800,122.5,122.31,122.31,122.43
1524249900,122.51,122.33,122.51,122.33
1524249000,122.52,122.25,122.32,122.48
1524248100,122.34,122.06,122.31,122.26
1524247200,122.41,122.26,122.36,122.31
1524246300,122.46,122.24,122.27,122.39
1524245400,122.3,122.07,122.19,122.3
1524244500,122.28,121.99,122.22,122.17
1524243600,122.26,121.98,122.08,122.17
1524242700,122.23,121.97,122.16,122.04
1524241800,122.33,121.99,121.99,122.15
1524240900,122.03,121.51,121.57,122
1524240000,121.86,121.47,121.77,121.58
1524239100,121.95,121.69,121.84,121.81
1524238200,122.07,121.79,122.05,121.82
1524237300,122.13,121.87,121.95,122.04
1524236400,122.2,121.75,122.2,121.97
1524235500,122.56,122.03,122.53,122.16
1524234600,123.43,122.56,123.38,122.56
1524170700,123.78,123.51,123.76,123.7
1524169800,124.07,123.43,123.56,123.74
1524168900,123.69,123.48,123.66,123.56
1524168000,123.83,123.64,123.69,123.66
1524167100,123.89,123.66,123.86,123.71
1524166200,124,123.78,123.85,123.87
1524165300,123.87,123.65,123.67,123.87
1524164400,123.81,123.56,123.8,123.68
1524163500,123.84,123.44,123.44,123.79
1524162600,123.48,123.22,123.25,123.43
1524161700,123.54,123.23,123.51,123.24
1524160800,123.68,123.43,123.58,123.5
1524159900,123.89,123.54,123.81,123.62
1524159000,123.85,123.7,123.78,123.74
1524158100,124.07,123.71,123.99,123.73
1524157200,124.13,123.84,123.89,123.94
1524156300,124.37,123.91,124.34,123.92
1524155400,125,124.26,124.94,124.34
1524154500,124.95,124.68,124.8,124.92
1524153600,124.8,124.54,124.63,124.8
1524152700,124.6,124.12,124.27,124.57
1524151800,124.48,124.17,124.42,124.32
1524150900,124.38,123.83,123.96,124.38
1524150000,123.99,123.5,123.75,123.99
1524149100,124.22,123.66,124.16,123.76
1524148200,124.57,123.93,123.97,124.15
1524084300,124.4,123.78,124.3,123.83
1524083400,124.52,124.27,124.5,124.3
1524082500,124.63,124.45,124.59,124.51
1524081600,124.89,124.5,124.64,124.57
1524080700,124.75,124.54,124.61,124.63
1524079800,124.59,124.415,124.45,124.59
1524078900,124.66,124.39,124.42,124.44
1524078000,124.42,123.76,123.81,124.42
1524077100,123.97,123.69,123.69,123.825
1524076200,123.72,123.6,123.64,123.68
1524075300,123.73,123.59,123.7,123.64
1524074400,123.77,123.6,123.62,123.7
1524073500,123.685,123.3,123.32,123.63
1524072600,123.39,123.15,123.23,123.32
1524071700,123.28,123.15,123.27,123.22
1524070800,123.39,123.21,123.22,123.29
1524069900,123.32,123.01,123.01,123.2
1524069000,123.24,123,123.24,123
1524068100,123.28,122.78,122.89,123.23
1524067200,123.09,122.9,123.08,122.9
1524066300,123.33,122.95,123.04,123.08
1524065400,123.31,122.98,122.98,123.03
1524064500,123,122.745,122.78,123
1524063600,123.17,122.72,123.02,122.77
1524062700,123.43,122.98,123.39,123.01
